combination,feedback
ㅡ_ㅝ,"입을 조금 더 크게 벌리고 입술을 동그랗게 모아주세요. 혀는 'ㅡ' 발음처럼 편안하게 두지 말고, 혀끝을 아래로 내리고 혀의 뒤쪽을 살짝 올려주세요. 'ㅡ'는 입술이 평평한 반면, 'ㅝ'는 입술을 둥글게 모으고 혀의 위치가 더 아래로 내려갑니다."
ㅑ_ㅝ,"입을 조금만 벌리고 입술을 동그랗게 하여 '우' 모양을 만들어주세요. 혀끝은 아래로 두고 혀의 뒤쪽을 살짝 올려 '우' 소리를 낸 후, 혀를 편안하게 내려 '어'로 이어주세요. 'ㅑ'는 '이'와 '아'의 결합이고, 'ㅝ'는 '우'와 '어'의 결합이므로 입술 모양과 혀의 위치가 다릅니다."
ㅕ_ㅝ,"입을 조금 더 동그랗게 모아 '우' 소리를 먼저 내는 느낌으로 시작하세요. 혀끝은 아래에 두고 혀의 뒤쪽을 살짝 올려 '우' 소리를 만든 후, 혀를 편안하게 내려 '어' 소리로 이어지게 하세요. 'ㅕ'는 '이'와 '어'의 결합이고, 'ㅝ'는 '우'와 '어'의 결합이므로 입술 모양과 혀의 시작 위치가 다릅니다."
ㅛ_ㅝ,"입을 조금 더 크게 벌리고 입술을 동그랗게 모아주세요. 혀는 'ㅛ' 발음처럼 뒤쪽을 올리되, 혀끝은 아래로 내리고 혀의 중간 부분이 약간 더 낮아지도록 하세요. 'ㅛ'는 [이오]의 결합이고, 'ㅝ'는 [우어]의 결합이므로 입 모양과 혀의 위치가 더 낮고 넓어야 합니다."
ㅠ_ㅝ,"입을 조금만 벌리고 입술을 동그랗게 하며, 'ㅠ'보다 덜 앞으로 내밀어 주세요. 혀끝은 아래에 두고, 혀의 뒤쪽을 살짝 올리되 'ㅠ'보다 덜 올리세요. 'ㅠ'는 '이우'의 결합이고, 'ㅝ'는 '우어'의 결합이므로 '우'에서 '어'로 자연스럽게 넘어가는 느낌을 살려주세요."
ㅒ_ㅝ,"입을 조금만 벌리고 입술을 동그랗게 하며 앞으로 내미세요. 혀끝은 아래에 두고 혀의 뒤쪽을 살짝 올려주세요. 'ㅒ'는 입을 옆으로 벌리며 혀가 위로 올라가지만, 'ㅝ'는 입술을 둥글게 모으고 혀가 아래로 내려가는 것이 핵심적인 차이입니다."
ㅖ_ㅝ,"입을 조금 더 동그랗게 모으고, 입술을 앞으로 내밀어 '우' 소리를 준비하세요. 혀끝은 아래로 내리고, 혀의 뒤쪽을 살짝 올려 '우'에서 '어'로 자연스럽게 넘어가도록 하세요. 'ㅖ'는 입을 옆으로 벌리며 혀가 위로 올라가지만, 'ㅝ'는 입을 동그랗게 모으고 혀가 아래로 내려가는 것이 핵심 차이입니다."
ㅘ_ㅝ,"입을 조금만 벌리고 입술을 동그랗게 하여 '우' 모양을 먼저 만들어주세요. 혀끝은 아래에 두고 혀의 뒤쪽을 살짝 올린 상태에서 '어' 소리를 내기 위해 혀를 편안하게 두세요. 'ㅘ'는 '아' 소리가 포함되지만, 'ㅝ'는 '어' 소리가 포함되므로 입 모양과 혀의 위치가 더 좁고 둥글어야 합니다."
ㅙ_ㅝ,"입을 조금만 벌리고 입술을 동그랗게 하여 '우' 소리를 내는 모양을 만들어주세요. 혀끝은 아래에 두고 혀의 뒤쪽을 살짝 올려 '우' 소리를 낸 후, 혀를 편안하게 내려 '어'로 이어지게 하세요. 'ㅙ'는 '우'와 '에'의 결합이고, 'ㅝ'는 '우'와 '어'의 결합이므로 '에' 대신 '어'로 발음이 이어지도록 주의하세요."
ㅞ_ㅝ,"입을 조금 더 크게 벌리고 입술을 동그랗게 모아주세요. 혀는 입천장 쪽으로 올리지 말고, 혀끝을 아래로 내린 상태에서 혀의 뒤쪽을 살짝 올려주세요. 'ㅞ'는 '에' 소리가 포함되지만, 'ㅝ'는 '어' 소리가 포함되므로 입 모양과 혀의 위치가 더 낮아야 합니다."
ㅚ_ㅝ,"입을 조금 더 크게 벌리고 입술을 동그랗게 모아 '우' 소리를 먼저 내는 느낌으로 시작하세요. 혀끝은 아래쪽에 두고 혀의 중간 부분을 살짝 들어 올려 '어' 소리를 준비하세요. 'ㅚ'는 '우'와 '에'의 결합이고, 'ㅝ'는 '우'와 '어'의 결합이므로 '어' 소리를 더 강조하는 것이 중요합니다."
ㅟ_ㅝ,"입을 조금 더 크게 벌리고 입술을 동그랗게 하세요. 혀끝은 아래로 내리고 혀의 뒤쪽을 살짝 올려주세요. 'ㅟ'는 '우'와 '이'의 결합이고, 'ㅝ'는 '우'와 '어'의 결합이므로 입 모양과 혀의 위치가 다릅니다."
ㅢ_ㅝ,"입을 조금 더 크게 벌리고, 입술을 동그랗게 모아 '우' 소리를 먼저 내는 느낌으로 시작하세요. 혀는 'ㅢ'에서처럼 윗니 쪽으로 올리지 말고, 혀끝을 아래로 내리고 혀의 중간 부분을 편안하게 두세요. 'ㅢ'는 혀가 윗니 쪽으로 올라가지만, 'ㅝ'는 혀가 아래로 내려가고 입술이 더 둥글게 모이는 것이 핵심적인 차이입니다."
ㅣ_ㅙ,"입을 옆으로 길게 벌리는 대신, 입술을 살짝 동그랗게 모아주세요. 혀는 'ㅣ'처럼 입천장에 가까이 두지 말고, 혀의 앞부분을 약간 낮춰주세요. 'ㅣ'는 입술이 평평하고 혀가 높지만, 'ㅙ'는 입술이 둥글고 혀가 더 낮습니다."
ㅔ_ㅙ,"입을 조금 더 동그랗게 모아 '오' 소리를 내는 것처럼 시작한 후, 'ㅔ'로 이어지도록 하세요. 혀는 'ㅔ'를 발음할 때보다 약간 더 뒤로 당기고, 혀끝이 아랫니에 닿지 않도록 하세요. 'ㅔ'는 입을 옆으로 벌리지만, 'ㅙ'는 입술을 둥글게 모으는 것이 핵심적인 차이입니다."
ㅐ_ㅙ,"입을 조금 더 동그랗게 모아 '오' 소리를 내는 것처럼 시작한 후, '에'로 이어지도록 하세요. 혀는 'ㅐ'를 발음할 때보다 약간 더 뒤로 당기고, 혀끝이 아랫니에 닿지 않도록 하세요. 'ㅐ'는 입을 옆으로 벌리지만, 'ㅙ'는 입술을 둥글게 모으는 것이 핵심적인 차이입니다."
ㅏ_ㅙ,"입을 새끼손가락 두 개만큼 벌리고 입술을 약간 앞으로 내밀어 동그랗게 만들어주세요. 혀는 'ㅏ' 발음처럼 아래로 내리되, 'ㅙ' 발음을 위해 혀의 중간 부분을 살짝 들어 올려주세요. 'ㅏ'는 입을 크게 벌리고 혀를 최대한 내리지만, 'ㅙ'는 입술을 동그랗게 하고 혀를 조금 더 위로 올리는 것이 핵심 차이입니다."
ㅓ_ㅙ,"입을 조금 더 벌리고, 입술을 살짝 앞으로 내밀어 'ㅙ' 발음을 준비하세요. 혀는 'ㅓ'보다 약간 더 앞쪽으로 이동시키고, 혀끝이 아랫니 뒤쪽에 가깝게 위치하도록 하세요. 'ㅓ'는 입술과 혀가 편안한 상태에서 발음되지만, 'ㅙ'는 입술을 더 모으고 혀를 더 앞으로 내밀어야 합니다."
ㅗ_ㅙ,"입을 'ㅗ'처럼 동그랗게 하지 말고, 'ㅙ'를 발음할 때는 입을 더 넓게 벌리세요. 혀는 'ㅗ'에서처럼 뒤로 당기지 말고, 'ㅙ'를 발음할 때는 혀를 앞쪽으로 내밀어 '에' 소리를 내는 위치에 가깝게 두세요. 'ㅗ'는 입술을 동그랗게 모으는 반면, 'ㅙ'는 입을 넓게 벌리고 혀의 위치가 더 앞쪽에 있습니다."
ㅜ_ㅙ,"입을 동그랗게 모으는 대신, 'ㅙ' 발음을 위해 입을 옆으로 벌리며 새끼손가락 두 개 정도의 간격을 유지하세요. 혀는 'ㅜ'에서처럼 뒤로 당기지 말고, 혀끝을 아랫니 뒤쪽에 가깝게 두고 편안하게 유지하세요. 'ㅜ'는 입술을 앞으로 내밀고 발음하지만, 'ㅙ'는 입을 옆으로 벌리며 혀의 위치가 더 앞쪽에 있습니다."
ㅡ_ㅙ,"입을 조금 더 크게 벌리고 입술을 살짝 앞으로 내밀어 'ㅙ' 소리를 낼 준비를 하세요. 혀는 'ㅡ'에서처럼 편안하게 두지 말고, 혀끝을 아랫니 뒤에 두고 혀의 중간 부분을 살짝 들어 올리세요. 'ㅡ'는 입술이 평평하고 혀가 낮은 위치에 있지만, 'ㅙ'는 입술이 둥글고 혀가 더 높은 위치에 있습니다."
ㅑ_ㅙ,"입을 더 작게 벌리고 입술을 살짝 앞으로 모아 'ㅙ' 소리를 내보세요. 혀는 'ㅑ'보다 약간 더 위로 올려서, '에' 소리와 비슷하게 아랫니 뒤쪽에 가깝게 두세요. 'ㅑ'는 입을 크게 벌리고 혀를 아래로 내리지만, 'ㅙ'는 입을 덜 벌리고 혀를 더 위로 올리는 것이 핵심 차이입니다."
ㅕ_ㅙ,"입을 조금 더 크게 벌리고 입술을 살짝 앞으로 내밀어 'ㅙ' 소리를 내보세요. 혀는 'ㅕ'보다 약간 더 앞쪽으로 이동시키고, 혀끝이 아랫니 뒤쪽에 가깝게 위치하도록 하세요. 'ㅕ'는 입술이 평평한 상태에서 발음되지만, 'ㅙ'는 입술을 둥글게 모아 발음하는 것이 핵심입니다."
ㅛ_ㅙ,"입을 동그랗게 모으는 'ㅛ'와 달리, 'ㅙ'는 입을 더 넓게 벌리고 입술을 덜 모아야 합니다. 혀는 'ㅛ'에서처럼 뒤로 당기지 말고, 'ㅙ'에서는 혀를 앞쪽으로 내밀어 '에' 소리를 내는 위치에 가깝게 둡니다. 'ㅛ'는 '이오'의 결합이고, 'ㅙ'는 '우에'의 결합으로, 입 모양과 혀의 위치가 다릅니다."
ㅠ_ㅙ,"입을 동그랗게 모으는 대신, 'ㅙ' 발음을 위해 입을 옆으로 넓게 벌리세요. 혀는 'ㅠ'에서처럼 뒤로 당기지 말고, 'ㅙ' 발음을 위해 혀를 아랫니 뒤쪽에 가깝게 두세요. 'ㅠ'는 입술을 동그랗게 모으는 반면, 'ㅙ'는 입을 넓게 벌리고 혀를 더 앞으로 두는 것이 핵심 차이입니다."
ㅒ_ㅙ,"입을 조금 더 동그랗게 모아 '오' 소리를 내는 것처럼 시작하세요. 혀는 'ㅒ'를 발음할 때보다 약간 더 뒤로 당기고, 혀끝은 아래쪽에 두세요. 'ㅒ'는 입을 옆으로 벌리지만, 'ㅙ'는 입술을 둥글게 모아 발음하는 것이 핵심적인 차이입니다."
ㅖ_ㅙ,"입을 조금 더 동그랗게 모아 '우' 소리를 먼저 내는 느낌으로 시작하세요. 혀는 'ㅖ'보다 약간 더 낮게 두고, 혀끝이 아랫니 뒤쪽에 닿지 않도록 하세요. 'ㅖ'는 '이'와 '에'의 결합이고, 'ㅙ'는 '우'와 '에'의 결합이므로 입술 모양과 혀의 위치가 다릅니다."
ㅘ_ㅙ,"입을 벌릴 때 'ㅘ'보다 조금 덜 벌리고, 입술을 살짝 더 옆으로 당겨주세요. 혀는 'ㅘ'처럼 아래로 내리되, 'ㅙ'에서는 혀끝을 살짝 더 위로 올려 '에' 소리를 내는 위치로 조정하세요. 'ㅘ'는 '아' 소리가 포함되지만, 'ㅙ'는 '에' 소리가 포함되어 더 평평한 소리가 납니다."
ㅝ_ㅙ,"입을 조금 더 옆으로 벌려 'ㅙ'를 발음할 때는 'ㅝ'보다 입술을 덜 동그랗게 만드세요. 혀는 'ㅝ'에서처럼 뒤로 당기지 말고, 'ㅙ'를 발음할 때는 혀끝을 아랫니 뒤쪽에 가깝게 두세요. 'ㅝ'는 '우'와 '어'의 결합이고, 'ㅙ'는 '우'와 '에'의 결합이므로 입 모양과 혀 위치에서 차이가 납니다."
ㅞ_ㅙ,"입을 조금 더 크게 벌려서 '애' 소리가 나도록 입 모양을 조정하세요. 혀는 'ㅞ'보다 약간 더 아래로 내려서 아랫니 뒤쪽에 가깝게 두세요. 'ㅞ'는 '에' 소리에 가깝고, 'ㅙ'는 '애' 소리에 더 가깝습니다."
ㅚ_ㅙ,"입을 조금 더 크게 벌려서 '애' 소리가 나도록 입 모양을 조정하세요. 혀는 'ㅚ' 발음보다 약간 더 아래로 내려서 아랫니 뒤쪽에 가깝게 두세요. 'ㅚ'는 '오'와 '에'의 결합이고, 'ㅙ'는 '우'와 '애'의 결합이므로 입을 더 벌리고 혀 위치를 낮추는 것이 중요합니다."
ㅟ_ㅙ,"입을 조금 더 넓게 벌리고, 입술을 동그랗게 모으지 않도록 주의하세요. 혀는 'ㅟ'에서처럼 입천장 쪽으로 올리지 말고, 혀끝을 아랫니 뒤쪽에 가깝게 두세요. 'ㅟ'는 입술을 모아 발음하지만, 'ㅙ'는 입을 더 벌리고 혀의 위치가 낮아야 합니다."
ㅢ_ㅙ,"입을 조금 더 크게 벌리고, 입술을 살짝 앞으로 내밀어 동그랗게 만들어주세요. 혀는 'ㅢ'에서처럼 입천장 쪽으로 올리지 말고, 혀끝을 아랫니 뒤에 두고 편안하게 두세요. 'ㅢ'는 입술을 거의 움직이지 않지만, 'ㅙ'는 입술을 더 동그랗게 하고 혀의 위치도 더 낮게 유지하는 것이 핵심입니다."
ㅣ_ㅞ,"입술을 동그랗게 모으고 약간 앞으로 내밀어 'ㅞ'를 발음할 때 입 모양을 만들어주세요. 혀는 'ㅣ'보다 낮게 두고, 혀끝이 아랫니 뒤쪽에 닿지 않도록 하세요. 'ㅣ'는 입을 옆으로 벌리지만, 'ㅞ'는 입술을 둥글게 모으는 것이 핵심적인 차이입니다."
ㅔ_ㅞ,"입술을 동그랗게 모으고 약간 앞으로 내밀어 'ㅞ' 발음을 시도하세요. 혀는 'ㅔ'보다 약간 더 뒤쪽으로 위치시키고, 혀끝은 아래쪽에 두세요. 'ㅔ'는 입술을 평평하게 유지하지만, 'ㅞ'는 입술을 둥글게 모으는 것이 핵심적인 차이입니다."
ㅐ_ㅞ,"입을 조금 더 동그랗게 모아 '우' 소리를 내는 느낌으로 시작하세요. 혀는 'ㅐ'보다 약간 더 뒤로 당기고, 혀끝은 아래쪽에 두되 혀의 중간 부분을 살짝 들어 올리세요. 'ㅐ'는 입을 옆으로 벌리며 발음하지만, 'ㅞ'는 입술을 모아 '우' 소리를 포함하는 것이 핵심입니다."
ㅏ_ㅞ,"입을 새끼손가락 하나만큼 벌리고 입술을 동그랗게 모아주세요. 혀는 'ㅏ'보다 약간 위로 올려서 입천장 쪽으로 가깝게 두세요. 'ㅏ'는 입을 크게 벌리고 혀를 아래로 내리지만, 'ㅞ'는 입을 덜 벌리고 혀를 더 위로 올리는 것이 차이점입니다."
ㅓ_ㅞ,"입을 조금 더 동그랗게 모으고, 'ㅓ'보다 살짝 더 벌려주세요. 혀는 'ㅓ'처럼 편안하게 두지 말고, 'ㅞ'를 발음할 때는 혀끝을 살짝 들어 올려 입천장 쪽으로 가깝게 두세요. 'ㅓ'는 입을 편안하게 벌리고 혀를 낮게 두는 반면, 'ㅞ'는 입을 더 동그랗게 하고 혀를 살짝 들어 올리는 것이 핵심 차이입니다."
ㅗ_ㅞ,"입술을 'ㅗ'처럼 동그랗게 하되, 'ㅞ'를 발음할 때는 조금 더 넓게 벌려주세요. 혀는 'ㅗ'에서처럼 뒤쪽을 올리지 말고, 'ㅞ'에서는 혀를 중간 정도로 편안하게 두고 앞쪽을 살짝 들어 올리세요. 'ㅗ'는 입술을 더 동그랗게 하고 혀의 뒤쪽을 올리는 반면, 'ㅞ'는 입술을 덜 동그랗게 하고 혀를 더 평평하게 유지하는 것이 차이점입니다."
ㅜ_ㅞ,"입술을 'ㅜ'처럼 동그랗게 내미는 대신, 'ㅞ'를 발음할 때는 입을 조금 더 넓게 벌리고 동그라미를 덜 만들도록 하세요. 혀는 'ㅜ'에서처럼 뒤쪽을 올리지 말고, 'ㅞ'에서는 혀를 조금 더 평평하게 하여 앞쪽으로 이동시키세요. 'ㅜ'는 입술을 더 동그랗게 하고 혀를 뒤로 당기는 반면, 'ㅞ'는 입을 덜 동그랗게 하고 혀를 앞으로 내밀어야 합니다."
ㅡ_ㅞ,"입을 조금 더 벌리고 입술을 살짝 앞으로 내밀어 동그랗게 만들어주세요. 혀는 'ㅡ'에서처럼 편안하게 두지 말고, 'ㅞ' 발음 시에는 혀끝을 살짝 아래로 내리고 혀의 중간 부분을 약간 들어 올려주세요. 'ㅡ'는 입술이 평평하고 혀가 편안한 반면, 'ㅞ'는 입술이 동그랗고 혀가 더 적극적으로 움직입니다."
ㅑ_ㅞ,"입을 조금만 벌리고 입술을 동그랗게 만들어 '우' 소리를 준비한 후, '에'로 자연스럽게 이어지도록 하세요. 혀는 'ㅑ' 발음처럼 아래로 내리지 말고, 'ㅞ' 발음에서는 혀를 중간 정도로 올려 '에' 소리에 맞추세요. 'ㅑ'는 입을 크게 벌리고 혀를 아래로 내리지만, 'ㅞ'는 입을 덜 벌리고 입술을 동그랗게 하며 혀를 중간 위치에 둡니다."
ㅕ_ㅞ,"입을 조금 더 동그랗게 모아 '우' 소리를 먼저 내는 느낌으로 시작하세요. 혀는 'ㅕ'보다 약간 더 뒤쪽으로 두고, '우'에서 '에'로 자연스럽게 넘어가도록 하세요. 'ㅕ'는 입을 옆으로 벌리며 발음하지만, 'ㅞ'는 입술을 동그랗게 모으고 발음하는 것이 핵심적인 차이입니다."
ㅛ_ㅞ,"입을 동그랗게 모으는 대신, 'ㅞ' 발음을 위해 입을 새끼손가락 하나만큼 벌리고 입술을 덜 둥글게 하세요. 혀는 'ㅛ'에서처럼 뒤로 당기지 말고, 'ㅞ' 발음을 위해 혀를 중간 정도로 편안하게 두세요. 'ㅛ'는 '이오'의 결합이고, 'ㅞ'는 '우에'의 결합으로, 입 모양과 혀의 위치가 더 평평해집니다."
ㅠ_ㅞ,"입을 동그랗게 모으는 대신, 'ㅞ' 발음을 위해 입을 새끼손가락 하나만큼 벌리고 입술을 덜 내밀어야 합니다. 혀는 'ㅠ'에서처럼 뒤로 당기지 말고, 'ㅞ' 발음을 위해 혀를 중간 정도로 편안하게 두세요. 'ㅠ'는 입술을 더 동그랗게 모으고 혀를 뒤로 당기는 반면, 'ㅞ'는 입을 덜 모으고 혀를 더 앞으로 둡니다."
ㅒ_ㅞ,"입술을 동그랗게 모으고 약간 앞으로 내밀어 'ㅞ'를 발음할 때의 모양을 만들어주세요. 혀는 'ㅒ'보다 약간 더 뒤로 당기고, 혀끝이 아랫니에 닿지 않도록 하세요. 'ㅒ'는 입을 옆으로 벌리지만, 'ㅞ'는 입술을 둥글게 모으는 것이 가장 큰 차이점입니다."
ㅖ_ㅞ,"입을 조금 더 동그랗게 모아 '우' 소리를 먼저 내는 느낌으로 시작하세요. 혀는 'ㅖ'보다 약간 더 뒤쪽으로 두고, '우'에서 '에'로 자연스럽게 넘어가도록 하세요. 'ㅖ'는 '이'와 '에'의 결합이고, 'ㅞ'는 '우'와 '에'의 결합이므로 시작 소리가 다릅니다."
ㅘ_ㅞ,"입을 조금 덜 벌리고, 입술을 살짝 앞으로 내밀어 동그랗게 만들어주세요. 혀는 'ㅘ'보다 약간 더 위로 올려서, 'ㅞ'의 '에' 소리가 나도록 혀끝을 입천장에 가깝게 두세요. 'ㅘ'는 '아' 소리가 포함되지만, 'ㅞ'는 '에' 소리가 포함되어 더 좁은 입 모양과 혀 위치가 필요합니다."
ㅝ_ㅞ,"입을 조금 더 벌리고 입술을 덜 동그랗게 만들어 'ㅝ'보다 평평한 모양을 유지하세요. 혀는 'ㅝ'에서처럼 뒤쪽을 올리지 말고, 'ㅞ'에서는 혀를 더 평평하게 하여 중간 정도 높이에 두세요. 'ㅝ'는 '우'와 '어'의 결합이고, 'ㅞ'는 '우'와 '에'의 결합이므로 '에' 소리를 더 명확하게 내는 것이 중요합니다."
ㅙ_ㅞ,"입을 조금 더 작게 벌리고 입술을 동그랗게 모아주세요. 혀는 'ㅙ'보다 약간 더 뒤로 당기고, 혀끝이 아랫니에 닿지 않도록 하세요. 'ㅙ'는 '애'에 가깝고, 'ㅞ'는 '에'에 가까워서 입 모양과 혀의 위치가 더 좁고 둥글게 유지되는 것이 중요합니다."
ㅚ_ㅞ,"입을 조금 더 벌리고 입술을 덜 동그랗게 만들어 '에' 소리가 더 잘 나도록 하세요. 혀는 'ㅚ'보다 약간 더 낮게 두고, 혀끝이 아랫니에 닿지 않도록 하세요. 'ㅚ'는 '오'와 '에'의 결합이고, 'ㅞ'는 '우'와 '에'의 결합이므로 '우' 소리를 먼저 내는 것이 중요합니다."
ㅟ_ㅞ,"입술을 동그랗게 모으는 대신, 'ㅞ' 발음을 위해 입을 조금 더 넓게 벌려주세요. 혀는 'ㅟ'에서처럼 입천장에 가깝게 두지 말고, 'ㅞ' 발음을 위해 혀를 조금 더 낮추어 편안하게 두세요. 'ㅟ'는 '우'와 '이'의 결합이고, 'ㅞ'는 '우'와 '에'의 결합이므로 입 모양과 혀의 위치에서 차이가 납니다."
ㅢ_ㅞ,"입을 조금 더 벌리고 입술을 동그랗게 모아 '우' 소리를 내는 느낌으로 시작하세요. 혀는 'ㅢ'에서처럼 입천장에 가까이 두지 말고, 'ㅞ'를 발음할 때는 혀를 더 낮추어 '에' 소리에 가깝게 위치시키세요. 'ㅢ'는 혀가 입천장에 가까이 붙어 있지만, 'ㅞ'는 혀가 더 낮고 입술이 동그랗게 모여 있다는 점이 핵심적인 차이입니다."
ㅣ_ㅚ,"입술을 동그랗게 모으고 약간 앞으로 내밀어 'ㅚ'를 발음할 준비를 하세요. 혀는 'ㅣ'를 발음할 때처럼 입천장에 가깝게 두지 말고, 약간 더 낮추어 편안하게 두세요. 'ㅣ'는 입술을 옆으로 벌리지만, 'ㅚ'는 입술을 둥글게 모으는 것이 핵심적인 차이입니다."
ㅔ_ㅚ,"입술을 동그랗게 모으고 약간 앞으로 내밀어 'ㅚ'를 발음할 때 입 모양을 더 좁게 만들어주세요. 혀는 'ㅔ'보다 약간 더 뒤쪽으로 위치시키고, 혀끝은 아래쪽에 두되 혀의 중간 부분을 살짝 들어 올리세요. 'ㅔ'는 입술이 평평하고 혀가 앞쪽에 위치하는 반면, 'ㅚ'는 입술이 둥글고 혀가 더 뒤쪽에 위치하는 것이 핵심적인 차이입니다."
ㅐ_ㅚ,"입을 조금만 벌리고 입술을 동그랗게 모아 'ㅚ'를 발음할 때는 'ㅐ'보다 입술을 더 오므려야 합니다. 혀는 'ㅐ'를 발음할 때보다 약간 더 뒤로 당기고, 혀끝은 아래쪽에 두되 혀의 중간 부분을 살짝 들어 올리세요. 'ㅐ'는 입을 넓게 벌리고 평평한 혀 위치에서 발음되지만, 'ㅚ'는 입술을 오므리고 혀를 더 뒤로 당겨 발음하는 것이 차이점입니다."
ㅏ_ㅚ,"입을 조금만 벌리고 입술을 동그랗게 모아주세요. 혀끝은 아래에 두고, 혀의 뒤쪽을 살짝 올려주세요. 'ㅏ'는 입을 크게 벌리고 혀를 아래로 내리지만, 'ㅚ'는 입을 작게 벌리고 입술을 모아 발음하는 것이 차이점입니다."
